nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013001779,2015,Diabetes/Metabolic,Phase 2,Terminated,Drug,AstraZeneca,83,11,False,False,True
NCT2013001780,2019,Respiratory,Phase 3,Completed,Biological,Johnson & Johnson,110,20,True,False,False
NCT2013001781,2022,Cardiovascular,Phase 3,"Active, not recruiting",Biological,Sanofi,805,31,False,False,True
NCT2013001782,2021,Cardiovascular,Phase 4,"Active, not recruiting",Drug,Regional Hospital,129,17,False,False,False
NCT2013001783,2014,Diabetes/Metabolic,N/A,Recruiting,Biological,Bristol-Myers Squibb,148,38,False,True,True
NCT2013001784,2024,Oncology,Phase 3,"Active, not recruiting",Drug,Merck,2191,34,False,True,True
NCT2013001785,2024,Oncology,Phase 3,Completed,Drug,University Hospital,291,18,False,False,True
NCT2013001786,2017,Infectious Disease,Phase 2,Unknown,Drug,GSK,190,38,False,True,True
NCT2013001787,2018,Oncology,Phase 1,Recruiting,Biological,Johnson & Johnson,14,29,False,False,False
NCT2013001788,2016,Oncology,Phase 3,Recruiting,Behavioral,GSK,252,37,False,False,True
NCT2013001789,2016,Oncology,Phase 1,Unknown,Drug,Bristol-Myers Squibb,26,11,False,False,False
NCT2013001790,2016,Oncology,Phase 4,Completed,Drug,AbbVie,147,25,True,True,False
NCT2013001791,2014,Respiratory,Phase 3,Recruiting,Drug,NIH,161,42,False,True,True
NCT2013001792,2016,Diabetes/Metabolic,Phase 2,Recruiting,Drug,Johnson & Johnson,172,14,True,True,True
NCT2013001793,2023,Neurology,Phase 3,Terminated,Other,Johnson & Johnson,1157,14,False,False,False
NCT2013001794,2013,Oncology,Phase 3,Recruiting,Other,AbbVie,125,16,False,False,False
NCT2013001795,2024,Respiratory,Phase 2,Unknown,Device,Amgen,43,12,False,False,True
NCT2013001796,2018,Cardiovascular,Phase 3,Terminated,Drug,Sanofi,988,16,False,True,False
NCT2013001797,2013,Immunology/Autoimmune,Phase 2,Recruiting,Procedure,Novartis,215,20,False,False,True
NCT2013001798,2022,Immunology/Autoimmune,Phase 2,Recruiting,Other,NIH,46,8,False,True,True
NCT2013001799,2018,Oncology,Phase 3,Completed,Behavioral,Biotech Startup,495,29,False,False,False
NCT2013001800,2013,Rare Disease,Phase 3,Completed,Drug,AbbVie,429,39,False,False,True
NCT2013001801,2018,Oncology,Phase 3,"Active, not recruiting",Device,Eli Lilly,879,10,False,False,False
NCT2013001802,2022,Mental Health,Phase 2,Completed,Drug,University Hospital,49,12,False,True,False
NCT2013001803,2020,Rare Disease,Phase 2,Completed,Drug,Roche,16,20,False,False,False
NCT2013001804,2023,Cardiovascular,Phase 1,Terminated,Drug,University Hospital,68,28,True,False,False
NCT2013001805,2014,Oncology,N/A,Unknown,Biological,Eli Lilly,93,8,False,False,False
NCT2013001806,2014,Infectious Disease,Phase 2,Unknown,Behavioral,GSK,36,13,False,False,True
NCT2013001807,2024,Other,N/A,Completed,Device,Biotech Startup,50,11,False,True,True
NCT2013001808,2016,Neurology,Phase 1,Recruiting,Biological,Boehringer Ingelheim,75,16,False,True,False
NCT2013001809,2023,Cardiovascular,Phase 2,"Active, not recruiting",Drug,Biotech Startup,42,11,False,False,True
NCT2013001810,2015,Cardiovascular,Phase 2,Terminated,Biological,AbbVie,44,18,False,False,False
NCT2013001811,2016,Infectious Disease,Phase 2,"Active, not recruiting",Drug,Johnson & Johnson,156,18,False,False,False
NCT2013001812,2024,Mental Health,Phase 2,Unknown,Drug,Sanofi,138,14,False,False,False
NCT2013001813,2019,Oncology,Phase 4,Completed,Drug,Biotech Startup,504,87,False,False,False
NCT2013001814,2023,Immunology/Autoimmune,Phase 2,Completed,Drug,AstraZeneca,30,30,False,True,False
NCT2013001815,2013,Oncology,Phase 1,Recruiting,Procedure,Regional Hospital,22,22,False,False,False
NCT2013001816,2018,Infectious Disease,Phase 2,Recruiting,Drug,Bayer,44,23,False,False,True
NCT2013001817,2015,Rare Disease,N/A,Recruiting,Drug,Eli Lilly,105,15,False,True,True
NCT2013001818,2023,Infectious Disease,Phase 2,Completed,Drug,Academic Medical Center,116,38,True,False,False
NCT2013001819,2022,Respiratory,Phase 3,Terminated,Drug,Biotech Startup,163,10,True,True,False
NCT2013001820,2019,Oncology,Phase 3,"Active, not recruiting",Drug,Sanofi,372,25,False,True,False
NCT2013001821,2022,Oncology,Phase 2,Completed,Drug,AstraZeneca,171,39,False,False,False
NCT2013001822,2014,Rare Disease,Phase 2,Withdrawn,Drug,Merck,27,13,False,True,False
NCT2013001823,2014,Infectious Disease,Phase 3,Recruiting,Drug,Sanofi,108,19,False,True,True
NCT2013001824,2016,Oncology,Phase 1,Withdrawn,Drug,Boehringer Ingelheim,51,38,False,False,True
NCT2013001825,2013,Neurology,Phase 4,Completed,Biological,Sanofi,167,30,False,False,False
NCT2013001826,2015,Respiratory,Phase 1,"Active, not recruiting",Biological,Gilead,34,14,False,False,True
NCT2013001827,2021,Infectious Disease,Phase 3,Terminated,Biological,GSK,660,21,False,False,True
NCT2013001828,2019,Rare Disease,Phase 2,Completed,Drug,Regional Hospital,75,9,False,False,False
NCT2013001829,2019,Oncology,Phase 2,Recruiting,Drug,Biotech Startup,60,22,False,False,True
NCT2013001830,2023,Diabetes/Metabolic,N/A,Completed,Drug,Academic Medical Center,60,44,False,False,False
NCT2013001831,2016,Oncology,Phase 4,Completed,Other,Sanofi,41,46,False,False,False
NCT2013001832,2014,Oncology,Phase 2,Unknown,Other,Biotech Startup,48,43,False,False,False
NCT2013001833,2016,Cardiovascular,Phase 3,Withdrawn,Drug,Regional Hospital,179,23,False,True,True
NCT2013001834,2018,Immunology/Autoimmune,Phase 1,Completed,Drug,Pfizer,29,17,False,False,False
NCT2013001835,2023,Immunology/Autoimmune,Phase 2,Completed,Drug,Johnson & Johnson,144,12,True,False,False
NCT2013001836,2023,Cardiovascular,Phase 1,Completed,Drug,Boehringer Ingelheim,124,14,False,False,True
NCT2013001837,2015,Oncology,Phase 2,Completed,Drug,GSK,75,12,False,True,False
NCT2013001838,2013,Infectious Disease,Phase 2,Completed,Other,Academic Medical Center,171,15,False,False,True
NCT2013001839,2024,Cardiovascular,Phase 2,Recruiting,Procedure,University Hospital,167,23,False,False,False
NCT2013001840,2020,Oncology,Phase 2,Recruiting,Drug,Novartis,97,31,False,True,True
NCT2013001841,2024,Cardiovascular,Phase 3,Withdrawn,Drug,Pfizer,1070,18,False,False,True
NCT2013001842,2017,Neurology,N/A,Recruiting,Drug,Bristol-Myers Squibb,281,20,False,False,True
NCT2013001843,2017,Infectious Disease,Phase 1,Terminated,Other,Amgen,42,17,False,True,True
NCT2013001844,2023,Infectious Disease,Phase 2,Completed,Device,Bayer,176,19,True,False,False
NCT2013001845,2016,Oncology,Phase 3,Recruiting,Device,Eli Lilly,96,37,False,False,False
NCT2013001846,2018,Oncology,Phase 3,Terminated,Other,Eli Lilly,490,13,False,False,False
NCT2013001847,2015,Oncology,Phase 4,Recruiting,Device,Johnson & Johnson,331,34,False,True,False
NCT2013001848,2021,Respiratory,Phase 2,Unknown,Drug,Gilead,199,12,False,False,False
NCT2013001849,2017,Oncology,Phase 1,Unknown,Biological,GSK,39,8,False,False,False
NCT2013001850,2015,Diabetes/Metabolic,Phase 1,Recruiting,Drug,GSK,18,16,False,False,True
NCT2013001851,2023,Cardiovascular,Phase 4,Withdrawn,Drug,Boehringer Ingelheim,1606,22,False,False,False
NCT2013001852,2013,Cardiovascular,N/A,Completed,Drug,University Hospital,56,28,False,True,False
NCT2013001853,2022,Oncology,Phase 2,Completed,Biological,Pfizer,101,9,False,False,True
NCT2013001854,2024,Diabetes/Metabolic,Phase 2,Completed,Drug,Sanofi,184,19,False,True,True
NCT2013001855,2018,Infectious Disease,Phase 4,Completed,Biological,Pfizer,1247,21,False,False,True
NCT2013001856,2014,Infectious Disease,N/A,Terminated,Drug,Regional Hospital,65,11,False,False,True
NCT2013001857,2015,Diabetes/Metabolic,Phase 4,Completed,Procedure,Johnson & Johnson,472,16,False,False,True
NCT2013001858,2013,Oncology,Phase 1,Recruiting,Device,Regional Hospital,71,20,False,False,False
NCT2013001859,2021,Other,Phase 2,"Active, not recruiting",Drug,GSK,113,14,False,False,False
NCT2013001860,2020,Cardiovascular,Phase 2,Unknown,Procedure,Sanofi,43,29,True,True,True
NCT2013001861,2024,Diabetes/Metabolic,Phase 2,Completed,Drug,Eli Lilly,321,35,True,True,False
NCT2013001862,2014,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Drug,Biotech Startup,715,26,False,True,True
NCT2013001863,2024,Other,N/A,"Active, not recruiting",Other,Bristol-Myers Squibb,211,63,False,False,True
NCT2013001864,2023,Cardiovascular,N/A,"Active, not recruiting",Drug,Amgen,329,20,False,False,False
NCT2013001865,2020,Cardiovascular,Phase 1,Completed,Procedure,Merck,28,26,False,False,False
NCT2013001866,2024,Oncology,Phase 1,Terminated,Biological,Gilead,37,21,False,False,True
NCT2013001867,2021,Oncology,Phase 3,Terminated,Drug,GSK,388,15,False,False,False
NCT2013001868,2013,Oncology,Phase 3,Completed,Drug,Amgen,675,20,False,False,True
NCT2013001869,2017,Diabetes/Metabolic,Phase 1,Completed,Other,Bristol-Myers Squibb,57,9,False,False,True
NCT2013001870,2020,Infectious Disease,Phase 3,Completed,Biological,Bristol-Myers Squibb,294,36,False,True,True
NCT2013001871,2023,Oncology,Phase 1,Terminated,Drug,AbbVie,33,10,False,False,False
NCT2013001872,2014,Respiratory,Phase 4,Withdrawn,Drug,Bayer,81,40,False,False,False
NCT2013001873,2016,Infectious Disease,Phase 2,Terminated,Drug,Sanofi,132,20,False,True,True
NCT2013001874,2019,Cardiovascular,Phase 2,Completed,Biological,Roche,328,34,False,True,True
NCT2013001875,2015,Neurology,Phase 1,Unknown,Device,Bristol-Myers Squibb,24,21,False,True,True
NCT2013001876,2024,Diabetes/Metabolic,N/A,"Active, not recruiting",Drug,Johnson & Johnson,134,34,False,False,True
NCT2013001877,2017,Infectious Disease,Phase 3,"Active, not recruiting",Drug,Sanofi,392,14,False,True,True
NCT2013001878,2020,Neurology,Phase 3,Unknown,Drug,Amgen,149,20,True,True,True
NCT2013001879,2024,Infectious Disease,Phase 2,Recruiting,Drug,Bayer,57,31,False,False,False
NCT2013001880,2022,Diabetes/Metabolic,Phase 2,Unknown,Drug,Sanofi,58,27,False,False,True
NCT2013001881,2015,Oncology,N/A,Terminated,Drug,Roche,49,24,False,False,False
NCT2013001882,2016,Rare Disease,Phase 2,"Active, not recruiting",Biological,Johnson & Johnson,172,11,False,False,False
NCT2013001883,2021,Oncology,N/A,"Active, not recruiting",Drug,GSK,174,17,False,False,False
NCT2013001884,2019,Oncology,N/A,Withdrawn,Device,Pfizer,54,22,False,False,True
NCT2013001885,2013,Oncology,Phase 1,Recruiting,Drug,Bristol-Myers Squibb,18,11,False,True,True
NCT2013001886,2024,Oncology,Phase 2,Unknown,Device,AbbVie,229,22,True,True,False
NCT2013001887,2016,Oncology,Phase 4,"Active, not recruiting",Device,AstraZeneca,37,24,True,False,False
NCT2013001888,2016,Oncology,Phase 3,"Active, not recruiting",Other,Biotech Startup,571,36,False,True,False
NCT2013001889,2021,Mental Health,Phase 4,Recruiting,Drug,Roche,47,30,False,False,True
NCT2013001890,2018,Oncology,Phase 3,"Active, not recruiting",Drug,Bristol-Myers Squibb,676,30,False,False,True
NCT2013001891,2021,Mental Health,Phase 1,Unknown,Drug,AstraZeneca,32,6,False,False,True
NCT2013001892,2024,Oncology,Phase 1,Completed,Drug,Bayer,12,22,False,True,True
NCT2013001893,2018,Diabetes/Metabolic,N/A,Completed,Device,Biotech Startup,113,32,False,False,True
NCT2013001894,2018,Oncology,Phase 3,Recruiting,Biological,Johnson & Johnson,1638,33,False,True,False
NCT2013001895,2017,Rare Disease,Phase 2,"Active, not recruiting",Drug,Novartis,64,30,False,False,True
NCT2013001896,2017,Oncology,Phase 2,Completed,Drug,Sanofi,129,15,False,False,False
NCT2013001897,2014,Respiratory,Phase 3,Completed,Drug,Biotech Startup,372,20,False,False,False
NCT2013001898,2020,Respiratory,N/A,Completed,Drug,University Hospital,687,42,False,True,True
NCT2013001899,2020,Rare Disease,Phase 2,Recruiting,Procedure,Sanofi,127,20,False,True,False
NCT2013001900,2023,Oncology,Phase 2,Completed,Biological,AstraZeneca,221,34,False,False,False
NCT2013001901,2013,Other,Phase 2,Terminated,Biological,AstraZeneca,189,25,False,False,True
NCT2013001902,2020,Cardiovascular,Phase 1,Completed,Behavioral,Boehringer Ingelheim,43,14,False,True,True
NCT2013001903,2017,Respiratory,Phase 2,"Active, not recruiting",Drug,Bayer,135,7,False,True,True
NCT2013001904,2014,Respiratory,Phase 2,"Active, not recruiting",Procedure,AstraZeneca,38,26,False,True,False
NCT2013001905,2014,Oncology,Phase 2,Recruiting,Drug,AbbVie,191,16,False,False,False
NCT2013001906,2018,Oncology,Phase 3,Terminated,Device,Bayer,548,12,False,True,False
NCT2013001907,2023,Cardiovascular,Phase 2,Unknown,Drug,AbbVie,104,21,False,True,True
NCT2013001908,2021,Oncology,Phase 1,Recruiting,Biological,AstraZeneca,78,22,False,True,True
NCT2013001909,2013,Rare Disease,Phase 2,Recruiting,Drug,Bristol-Myers Squibb,153,18,False,False,False
NCT2013001910,2024,Oncology,Phase 2,"Active, not recruiting",Drug,GSK,83,10,False,False,True
NCT2013001911,2018,Diabetes/Metabolic,Phase 4,Completed,Behavioral,Gilead,364,17,True,True,False
NCT2013001912,2021,Diabetes/Metabolic,Phase 3,Terminated,Biological,Merck,800,32,False,True,True
NCT2013001913,2020,Oncology,Phase 3,"Active, not recruiting",Other,Boehringer Ingelheim,294,19,False,True,True
NCT2013001914,2023,Oncology,Phase 1,Completed,Device,Biotech Startup,26,8,False,False,True
NCT2013001915,2018,Respiratory,Phase 3,"Active, not recruiting",Other,AbbVie,521,13,False,True,False
NCT2013001916,2015,Oncology,Phase 1,Terminated,Drug,Academic Medical Center,27,27,False,False,False
NCT2013001917,2020,Immunology/Autoimmune,Phase 3,Completed,Drug,Amgen,260,18,False,True,True
NCT2013001918,2021,Oncology,Phase 1,"Active, not recruiting",Behavioral,Pfizer,37,12,False,False,True
NCT2013001919,2013,Oncology,Phase 1,Recruiting,Behavioral,AbbVie,35,34,False,False,True
NCT2013001920,2024,Immunology/Autoimmune,Phase 4,Recruiting,Biological,Boehringer Ingelheim,238,29,False,False,True
NCT2013001921,2021,Cardiovascular,Phase 2,Terminated,Drug,AbbVie,57,16,False,False,True
NCT2013001922,2018,Oncology,Phase 1,Recruiting,Behavioral,AstraZeneca,78,44,True,False,True
NCT2013001923,2018,Neurology,N/A,Recruiting,Drug,Biotech Startup,78,65,False,True,False
NCT2013001924,2024,Infectious Disease,Phase 1,Recruiting,Drug,Amgen,33,19,True,False,False
NCT2013001925,2016,Oncology,Phase 3,Completed,Behavioral,GSK,556,27,False,True,True
NCT2013001926,2013,Cardiovascular,Phase 3,Completed,Drug,Pfizer,528,24,False,True,True
NCT2013001927,2022,Oncology,Phase 3,Terminated,Behavioral,Bayer,1890,33,False,False,False
NCT2013001928,2020,Oncology,Phase 3,Completed,Drug,Regional Hospital,316,15,False,False,False
NCT2013001929,2014,Other,Phase 1,Terminated,Drug,Biotech Startup,13,19,False,True,False
NCT2013001930,2024,Oncology,Phase 3,Recruiting,Drug,Biotech Startup,707,13,False,True,True
NCT2013001931,2013,Cardiovascular,Phase 1,Recruiting,Biological,Gilead,17,27,False,False,False
NCT2013001932,2014,Oncology,Phase 1,"Active, not recruiting",Behavioral,Gilead,82,18,True,True,True
NCT2013001933,2013,Cardiovascular,Phase 1,Unknown,Device,Merck,35,23,False,True,False
NCT2013001934,2013,Immunology/Autoimmune,Phase 2,Completed,Other,Biotech Startup,73,29,False,False,False
NCT2013001935,2021,Immunology/Autoimmune,Phase 4,Terminated,Drug,Academic Medical Center,105,7,True,False,True
NCT2013001936,2013,Neurology,Phase 2,Recruiting,Drug,AstraZeneca,11,16,False,False,False
NCT2013001937,2016,Oncology,Phase 3,Terminated,Other,GSK,498,26,False,False,False
NCT2013001938,2022,Oncology,Phase 2,Completed,Drug,Eli Lilly,39,28,False,True,False
NCT2013001939,2018,Oncology,Phase 2,Completed,Biological,University Hospital,46,18,False,False,True
NCT2013001940,2019,Cardiovascular,Phase 3,Recruiting,Drug,Boehringer Ingelheim,571,18,False,False,False
NCT2013001941,2014,Other,Phase 2,"Active, not recruiting",Drug,Pfizer,18,19,False,False,False
NCT2013001942,2018,Rare Disease,Phase 1,Withdrawn,Other,AbbVie,32,19,False,False,False
NCT2013001943,2019,Oncology,Phase 3,Completed,Behavioral,Biotech Startup,1682,13,False,True,False
NCT2013001944,2022,Neurology,Phase 3,Recruiting,Procedure,AstraZeneca,1629,9,True,True,True
NCT2013001945,2022,Oncology,Phase 1,"Active, not recruiting",Biological,Novartis,21,11,False,False,False
NCT2013001946,2014,Oncology,Phase 1,Completed,Drug,Bayer,23,35,False,False,True
NCT2013001947,2014,Other,Phase 2,Terminated,Other,Gilead,44,9,False,False,False
NCT2013001948,2022,Cardiovascular,Phase 2,Terminated,Behavioral,Sanofi,81,38,False,True,False
NCT2013001949,2019,Cardiovascular,Phase 1,"Active, not recruiting",Procedure,Roche,34,16,False,False,True
NCT2013001950,2024,Rare Disease,Phase 3,Recruiting,Other,Bayer,532,67,True,False,True
NCT2013001951,2013,Oncology,Phase 2,Recruiting,Drug,Gilead,72,52,False,False,True
NCT2013001952,2020,Infectious Disease,Phase 2,Completed,Drug,Gilead,155,21,False,False,True
NCT2013001953,2023,Diabetes/Metabolic,N/A,Completed,Drug,Roche,222,31,True,False,True
NCT2013001954,2015,Diabetes/Metabolic,Phase 4,Completed,Drug,Bristol-Myers Squibb,925,15,False,False,True
NCT2013001955,2023,Neurology,Phase 3,"Active, not recruiting",Procedure,University Hospital,447,17,False,True,False
NCT2013001956,2018,Cardiovascular,Phase 2,Completed,Procedure,GSK,103,16,False,False,False
NCT2013001957,2021,Oncology,Phase 1,Recruiting,Drug,AbbVie,62,29,False,True,False
NCT2013001958,2018,Oncology,Phase 3,Unknown,Biological,Amgen,1158,11,False,False,False
NCT2013001959,2021,Oncology,Phase 2,Unknown,Biological,Gilead,101,30,False,True,False
NCT2013001960,2019,Mental Health,Phase 1,Recruiting,Device,Biotech Startup,66,25,False,True,False
NCT2013001961,2021,Oncology,N/A,Withdrawn,Drug,AstraZeneca,124,22,False,False,False
NCT2013001962,2014,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Drug,Sanofi,38,7,False,True,False
NCT2013001963,2024,Cardiovascular,Phase 3,Terminated,Drug,GSK,784,28,False,False,False
NCT2013001964,2020,Respiratory,Phase 3,Withdrawn,Device,Boehringer Ingelheim,451,30,True,False,False
NCT2013001965,2020,Oncology,Phase 3,"Active, not recruiting",Drug,GSK,621,19,False,True,True
NCT2013001966,2014,Mental Health,Phase 2,Completed,Biological,Gilead,244,21,False,False,False
NCT2013001967,2024,Infectious Disease,Phase 2,"Active, not recruiting",Biological,AbbVie,69,11,False,False,True
NCT2013001968,2016,Rare Disease,Phase 1,Recruiting,Drug,Merck,29,9,False,False,False
NCT2013001969,2023,Diabetes/Metabolic,Phase 2,"Active, not recruiting",Drug,NIH,36,15,False,False,True
NCT2013001970,2019,Oncology,Phase 2,Unknown,Drug,Sanofi,71,24,False,False,True
NCT2013001971,2023,Cardiovascular,Phase 4,Completed,Biological,Sanofi,255,64,False,False,False
NCT2013001972,2016,Oncology,Phase 2,Terminated,Biological,Boehringer Ingelheim,69,40,False,False,True
NCT2013001973,2016,Diabetes/Metabolic,Phase 1,Completed,Drug,Novartis,28,22,False,False,True
NCT2013001974,2018,Respiratory,Phase 2,Unknown,Other,Biotech Startup,83,29,False,False,False
NCT2013001975,2022,Oncology,Phase 3,Completed,Other,Bayer,709,28,False,False,True
NCT2013001976,2018,Cardiovascular,Phase 2,Completed,Drug,Amgen,31,10,False,False,True
NCT2013001977,2022,Infectious Disease,Phase 1,Terminated,Drug,Amgen,14,12,False,False,True
NCT2013001978,2015,Infectious Disease,N/A,Recruiting,Biological,Eli Lilly,670,13,False,False,False
